Drug,Cell
755983,OVCAR_8
758243,EKVX
761069,HCT_15
134033,CCRF_CEM
649890,SF_539
782007,NCI_H23
747856,CAKI_1
299933,CAKI_1
759677,CAKI_1
758664,NCI_H226
26980,SK_MEL_5
792848,UO_31
38721,K_562
45388,K_562
759224,CCRF_CEM
778368,NCI_H460
683557,CCRF_CEM
707545,MDA_MB_231
172112,NCI_ADR_RES
808507,MDA_MB_435
755387,OVCAR_8
767386,CCRF_CEM
768068,NCI_H23
802100,HCT_15
767287,NCI_H460
767287,HS578T
758186,NCI_ADR_RES
767287,CCRF_CEM
761692,HS578T
789797,CAKI_1
777638,MOLT_4
767470,NCI_H522
758645,OVCAR_3
299933,SK_MEL_28
783102,SR
767470,SR
767293,DU_145
758007,K_562
777879,RPMI_8226
813488,A498
761692,HOP_92
264880,A498
759856,CCRF_CEM
19893,OVCAR_8
808507,NCI_H226
320846,SR
787048,MDA_MB_231
799337,A498
761068,SF_539
754366,DU_145
767952,HS578T
337766,RPMI_8226
757036,NCI_H23
758247,NCI_H460
762,CCRF_CEM
94600,SR
764091,SK_MEL_28
752631,HOP_92
352122,SK_MEL_5
772351,NCI_H460
163501,CAKI_1
781761,MDA_MB_435
268242,CAKI_1
782762,K_562
767247,SF_539
767289,SR
767952,RPMI_8226
767361,NCI_H226
772885,NCI_H522
764821,OVCAR_8
764487,SK_MEL_28
755387,EKVX
768072,HCT_15
757098,HOP_92
163501,NCI_H226
639186,SF_539
759094,A498
811429,HS578T
784722,SF_539
764334,SK_MEL_28
698037,NCI_ADR_RES
768070,HOP_92
758896,NCI_H23
754361,MDA_MB_435
63984,SK_MEL_28
369100,UO_31
747856,NCI_H226
163062,NCI_H23
761069,MOLT_4
406042,HCT_15
308847,SF_539
759850,K_562
758774,UO_31
778448,HCT_15
767404,SR
778747,A498
767202,NCI_H522
761192,SK_MEL_5
673187,CCRF_CEM
23759,K_562
709237,DU_145
781556,MOLT_4
759174,OVCAR_3
252844,MOLT_4
767191,DU_145
36405,SR
800851,HOP_92
777638,NCI_H460
736101,NCI_H226
163062,OVCAR_3
735408,UO_31
809693,SF_539
725776,SF_539
724998,SR
740268,K_562
749226,SR
787880,NCI_H522
785117,NCI_H460
71423,NCI_ADR_RES
760765,HOP_92
681633,SK_MEL_5
182986,NCI_H23
627505,CCRF_CEM
777639,HS578T
780108,EKVX
777448,HOP_92
782122,SK_MEL_28
810341,DU_145
772885,OVCAR_8
683555,NCI_H226
707545,OVCAR_3
782121,HOP_92
767897,SR
736099,K_562
764580,NCI_H226
756657,K_562
774831,SR
777638,SF_539
777571,MDA_MB_435
697912,SK_MEL_5
351710,NCI_H522
606499,NCI_H226
163062,SK_MEL_5
759857,A498
759095,CAKI_1
787880,U251
707389,K_562
806388,HS578T
777639,OVCAR_8
767391,COLO205
767238,SR
793677,COLO205
761068,K_562
755762,SK_MEL_5
782762,MOLT_4
83265,SK_MEL_5
778809,MDA_MB_435
754344,NCI_ADR_RES
256942,NCI_H460
706995,UO_31
767339,HS578T
681638,SF_539
767352,HOP_92
767746,SF_539
329680,SF_539
782180,MOLT_4
677411,UO_31
256927,OVCAR_3
269148,NCI_H226
768073,NCI_H226
618939,OVCAR_8
758253,A498
779405,EKVX
758242,HS578T
767404,CAKI_1
673188,RPMI_8226
767237,SK_MEL_5
754351,HOP_92
760536,RPMI_8226
780290,OVCAR_3
754361,A498
684363,CCRF_CEM
633782,U251
767236,SF_539
773262,COLO205
767202,CAKI_1
34462,MOLT_4
153353,SR
266046,NCI_H226
760766,UO_31
610457,DU_145
27640,NCI_H460
681639,MOLT_4
26980,MOLT_4
707389,RPMI_8226
364830,NCI_H522
765672,SK_MEL_5
755762,SR
761194,SK_MEL_28
312887,DU_145
639186,CCRF_CEM
767250,MOLT_4
767191,CCRF_CEM
767365,NCI_H226
812926,HOP_92
677411,MDA_MB_231
787252,A498
163062,SK_MEL_28
45388,UO_31
777639,NCI_H23
733504,A498
756652,A498
606869,U251
755386,EKVX
759850,U251
778747,K_562
669364,OVCAR_8
758671,CCRF_CEM
756641,U251
780108,UO_31
299933,DU_145
760765,A498
781008,NCI_ADR_RES
697912,CAKI_1
777639,K_562
752,SR
811429,HOP_92
760764,K_562
785306,COLO205
756657,HCT_15
754361,NCI_H522
337766,MOLT_4
757348,RPMI_8226
330507,U251
780249,SF_539
790865,K_562
803789,A498
764765,CCRF_CEM
767202,SR
702294,CCRF_CEM
169780,MDA_MB_231
760764,NCI_H226
764481,SK_MEL_5
629971,SR
801089,RPMI_8226
145668,DU_145
755386,DU_145
767398,SF_539
808507,CAKI_1
603071,U251
760766,CAKI_1
749227,K_562
683556,SF_539
767317,MDA_MB_435
756663,MDA_MB_231
782762,SR
758896,MDA_MB_231
759195,RPMI_8226
123127,SR
756877,UO_31
606869,MOLT_4
767337,RPMI_8226
698037,OVCAR_8
95678,OVCAR_3
777194,COLO205
681633,CAKI_1
730004,SK_MEL_28
767217,MDA_MB_231
767898,HOP_92
706995,RPMI_8226
758662,NCI_H23
759094,NCI_H226
760143,NCI_H522
767238,HS578T
767227,NCI_H460
268242,HCT_15
221019,MOLT_4
758774,NCI_ADR_RES
758007,HS578T
722134,NCI_H460
618939,NCI_H23
774830,UO_31
768073,MDA_MB_435
767378,MDA_MB_435
767217,K_562
772887,K_562
752631,NCI_H460
628503,SR
778364,NCI_H460
271674,SK_MEL_5
613327,CCRF_CEM
767259,CCRF_CEM
681637,MOLT_4
783249,UO_31
758250,SK_MEL_5
752631,COLO205
677411,A498
761192,NCI_H226
785117,HOP_92
145668,UO_31
767193,SR
758645,NCI_H522
774830,A498
756702,SF_539
683863,NCI_H23
755773,EKVX
684363,UO_31
785306,CAKI_1
786098,CCRF_CEM
784815,HS578T
787880,HS578T
784856,CAKI_1
758247,SR
790865,UO_31
759174,DU_145
324646,NCI_H23
154948,U251
767275,MDA_MB_435
768072,OVCAR_8
141549,MOLT_4
169780,NCI_H522
767289,HS578T
681633,DU_145
139105,K_562
767231,MDA_MB_435
767897,HS578T
706995,NCI_H522
767331,OVCAR_3
639186,K_562
184692,K_562
708298,MOLT_4
736099,NCI_H522
330500,NCI_H522
603071,DU_145
755387,SK_MEL_28
767259,MDA_MB_435
793151,CAKI_1
774830,MOLT_4
666608,CCRF_CEM
755762,DU_145
765672,UO_31
759094,HCT_15
26980,SF_539
765435,CCRF_CEM
154948,NCI_H460
802100,CAKI_1
771532,COLO205
758664,NCI_H460
781344,COLO205
609395,CAKI_1
759195,K_562
779218,SF_539
778368,HOP_92
767299,NCI_ADR_RES
34462,NCI_H522
767364,HS578T
71795,RPMI_8226
610457,UO_31
773263,COLO205
684363,NCI_ADR_RES
639186,MOLT_4
783107,OVCAR_3
329680,MOLT_4
681642,NCI_H226
256439,NCI_H522
781627,SR
767897,RPMI_8226
12198,K_562
266046,SR
606497,CAKI_1
802100,MOLT_4
759614,MOLT_4
354646,SR
73754,NCI_H522
784590,SF_539
88536,MOLT_4
800085,HS578T
767006,SK_MEL_28
767199,NCI_H522
337766,CCRF_CEM
767231,UO_31
791967,HOP_92
683863,HS578T
767227,SK_MEL_5
759850,NCI_H522
781516,HS578T
749227,SF_539
271674,K_562
756643,HCT_15
737754,HCT_15
767231,U251
764334,DU_145
767244,NCI_H460
267469,OVCAR_8
105014,MDA_MB_435
767237,U251
609395,OVCAR_3
707389,DU_145
767470,U251
785117,UO_31
758488,OVCAR_3
767317,A498
609699,SR
19893,MOLT_4
772351,NCI_H226
725776,CAKI_1
768509,COLO205
756702,MDA_MB_435
764481,SR
811429,A498
761192,OVCAR_8
808790,EKVX
778448,MDA_MB_435
764037,NCI_H522
755762,CCRF_CEM
733504,DU_145
271674,SR
352122,CCRF_CEM
281612,CAKI_1
134033,SF_539
792996,CAKI_1
352299,DU_145
771750,NCI_H23
349174,SF_539
26980,DU_145
673187,RPMI_8226
777639,NCI_H226
681640,SF_539
800851,NCI_H522
777639,HOP_92
761068,HS578T
88536,COLO205
772197,MDA_MB_435
768072,CCRF_CEM
606986,NCI_H460
761192,A498
677411,CAKI_1
67574,HS578T
787457,MDA_MB_231
760183,UO_31
708298,CCRF_CEM
754351,RPMI_8226
363812,K_562
736624,SR
752631,K_562
758488,SF_539
806388,NCI_H460
768072,OVCAR_3
767197,K_562
757149,NCI_H23
767191,OVCAR_3
349174,HS578T
606499,NCI_H23
610457,SK_MEL_5
793726,SR
787252,CAKI_1
26980,NCI_H460
767207,CAKI_1
776763,NCI_H226
14229,K_562
354646,RPMI_8226
786098,UO_31
762521,MDA_MB_435
767219,MOLT_4
767367,NCI_H522
755773,SR
781148,HOP_92
767219,U251
759174,SK_MEL_28
767375,CCRF_CEM
312887,CAKI_1
71795,COLO205
809693,NCI_H460
783916,MOLT_4
780019,NCI_H522
767373,HOP_92
36405,NCI_H23
764580,U251
172112,SF_539
27640,DU_145
266046,NCI_H23
767289,SK_MEL_5
224131,MDA_MB_435
661746,HS578T
344007,SF_539
757098,SR
780290,A498
747974,CCRF_CEM
606698,K_562
761188,HOP_92
23162,HS578T
349174,HOP_92
784856,MDA_MB_435
792848,SF_539
752,K_562
757036,OVCAR_8
88536,NCI_H522
779218,SR
681633,SF_539
755775,K_562
761194,OVCAR_3
758896,NCI_ADR_RES
761692,CCRF_CEM
808790,MDA_MB_435
767193,HCT_15
767898,SF_539
757348,HCT_15
628503,NCI_H460
764481,HCT_15
768072,MOLT_4
767246,COLO205
767365,HS578T
755400,HCT_15
337766,MDA_MB_435
609699,NCI_H460
104800,CAKI_1
735037,SF_539
761387,EKVX
785117,OVCAR_3
758774,CAKI_1
752,HOP_92
777425,COLO205
758242,NCI_ADR_RES
255109,SR
673188,SK_MEL_5
684363,NCI_H226
777194,NCI_H460
781627,DU_145
338947,CCRF_CEM
764659,MDA_MB_435
23162,RPMI_8226
773265,UO_31
767244,OVCAR_3
756877,CAKI_1
773394,RPMI_8226
666608,SF_539
754348,U251
786098,NCI_H23
763444,U251
643833,SK_MEL_5
673187,K_562
153353,U251
794442,UO_31
761069,SR
806387,CCRF_CEM
758007,A498
176323,MOLT_4
34462,DU_145
767408,OVCAR_8
755773,UO_31
781516,SF_539
683556,RPMI_8226
767373,HCT_15
154948,CCRF_CEM
623017,SK_MEL_5
706995,HOP_92
757306,SK_MEL_5
810717,NCI_H460
792996,UO_31
764580,CAKI_1
767289,NCI_H522
610457,U251
681642,NCI_H460
141549,NCI_H23
750690,NCI_H460
754348,EKVX
756643,OVCAR_8
673187,OVCAR_3
184692,CAKI_1
264880,RPMI_8226
95678,CCRF_CEM
758896,A498
800851,MDA_MB_231
649890,CAKI_1
801661,CAKI_1
767202,HCT_15
791163,UO_31
756648,A498
767411,HOP_92
768073,HOP_92
752782,EKVX
776017,A498
782164,NCI_ADR_RES
759195,NCI_H522
806387,SK_MEL_5
749226,EKVX
12198,RPMI_8226
736099,RPMI_8226
224131,K_562
791967,MDA_MB_231
755761,MDA_MB_231
761068,SR
751548,SK_MEL_5
754344,U251
778809,SF_539
767380,HOP_92
767373,SR
268242,CCRF_CEM
777571,SK_MEL_5
767226,OVCAR_3
755809,CAKI_1
752631,HCT_15
23759,HOP_92
758488,MOLT_4
767006,UO_31
767401,NCI_H460
714597,HOP_92
764821,CAKI_1
681637,HCT_15
332598,NCI_ADR_RES
71261,MOLT_4
803789,EKVX
26271,K_562
26980,CCRF_CEM
780108,MDA_MB_231
757439,HCT_15
627505,MOLT_4
806388,SF_539
767897,MDA_MB_231
186301,COLO205
764334,SR
36405,OVCAR_3
772885,NCI_H226
613327,CAKI_1
799348,OVCAR_3
768072,NCI_H23
59814,COLO205
761068,NCI_H226
782122,HS578T
95466,SK_MEL_5
733504,SF_539
780250,NCI_H460
758243,CCRF_CEM
764516,NCI_H460
782153,OVCAR_3
767299,MDA_MB_435
767197,NCI_H460
267469,SF_539
767259,SR
94600,MOLT_4
755773,HCT_15
249910,CAKI_1
761692,SK_MEL_5
767276,CCRF_CEM
740268,SR
764334,RPMI_8226
111180,HCT_15
793677,CAKI_1
803789,MOLT_4
767189,UO_31
693255,HS578T
767952,COLO205
656576,COLO205
145668,MDA_MB_435
755926,SK_MEL_5
804521,DU_145
256942,NCI_H23
752782,SK_MEL_5
737754,SK_MEL_5
787048,NCI_H23
749227,U251
760764,A498
756663,NCI_ADR_RES
71261,UO_31
332598,OVCAR_3
759676,UO_31
765672,SR
767317,SR
603077,NCI_H522
758250,HOP_92
756648,SF_539
755809,MDA_MB_435
777879,UO_31
111180,RPMI_8226
613327,NCI_H23
772197,CAKI_1
758662,NCI_ADR_RES
308847,COLO205
771532,NCI_H522
767380,HS578T
141549,SK_MEL_5
747167,RPMI_8226
109724,HCT_15
643833,RPMI_8226
145668,NCI_ADR_RES
764517,MDA_MB_231
754344,OVCAR_3
781627,HS578T
264880,HCT_15
3061,OVCAR_8
764659,DU_145
740268,DU_145
767378,CAKI_1
760536,OVCAR_3
777425,HCT_15
767276,SR
784817,COLO205
733504,MDA_MB_435
777425,NCI_H460
606497,NCI_ADR_RES
749227,HCT_15
266046,NCI_H460
767211,SR
772991,A498
105014,CCRF_CEM
299933,A498
793677,SF_539
681633,NCI_H460
732011,RPMI_8226
768068,SK_MEL_28
19893,CAKI_1
781761,A498
761192,SF_539
758186,CAKI_1
774831,HS578T
799348,SK_MEL_5
756647,RPMI_8226
758440,HOP_92
806387,CAKI_1
139105,DU_145
790865,MDA_MB_231
767193,NCI_H522
767236,A498
757444,COLO205
781008,OVCAR_8
784856,RPMI_8226
319726,MOLT_4
349174,CCRF_CEM
767222,OVCAR_3
664404,SK_MEL_5
767378,COLO205
765672,OVCAR_8
767263,DU_145
673187,SF_539
267469,NCI_H226
765435,NCI_H23
781008,EKVX
772887,SF_539
757306,SF_539
791227,EKVX
649890,HS578T
777194,NCI_H522
767246,NCI_ADR_RES
764580,NCI_H522
755926,HOP_92
787048,SF_539
758242,HCT_15
779405,A498
299933,SK_MEL_5
759660,HOP_92
759850,SF_539
758253,OVCAR_8
791226,HOP_92
767398,HOP_92
790865,SR
681637,U251
773094,HCT_15
767380,COLO205
767375,CAKI_1
603077,SR
71423,SK_MEL_5
224131,OVCAR_8
369100,EKVX
14229,MDA_MB_435
681639,CAKI_1
669364,NCI_H226
768073,A498
792987,NCI_H460
767320,MOLT_4
771532,NCI_H226
63984,SF_539
756702,A498
783296,HOP_92
728073,CAKI_1
109724,SK_MEL_5
756641,MOLT_4
67574,RPMI_8226
628503,RPMI_8226
764580,UO_31
762521,SK_MEL_28
681640,U251
756643,U251
780249,HS578T
764334,MOLT_4
792987,HS578T
793151,NCI_H460
184692,DU_145
182986,MOLT_4
256927,RPMI_8226
792987,A498
755386,MDA_MB_435
765672,EKVX
767398,NCI_H460
781008,CAKI_1
725776,RPMI_8226
768072,MDA_MB_231
764134,MDA_MB_435
639186,U251
364830,NCI_H23
767361,COLO205
606499,NCI_H460
755809,CCRF_CEM
606497,SR
728073,U251
756648,HOP_92
683557,NCI_ADR_RES
782549,UO_31
337766,K_562
737754,CAKI_1
759660,CCRF_CEM
702294,A498
755387,RPMI_8226
800085,HCT_15
788186,COLO205
767365,A498
755386,RPMI_8226
105014,NCI_ADR_RES
252844,SK_MEL_5
95678,NCI_H460
764334,COLO205
782762,NCI_H460
764821,UO_31
758645,DU_145
759614,OVCAR_3
681637,CCRF_CEM
760183,A498
95466,SF_539
760766,MDA_MB_435
627505,COLO205
767254,SK_MEL_5
759614,MDA_MB_231
755809,SR
249910,A498
732011,SF_539
249910,NCI_H460
755762,HOP_92
767398,DU_145
774829,SR
734945,MDA_MB_435
176323,NCI_H460
767416,HOP_92
329680,SR
806388,HOP_92
757348,NCI_H522
788121,EKVX
776763,COLO205
774830,U251
95678,SK_MEL_5
760143,HOP_92
799337,HCT_15
104800,DU_145
707545,MDA_MB_435
758896,CAKI_1
812927,NCI_H460
281612,NCI_H23
808792,COLO205
623017,K_562
758253,U251
776017,CAKI_1
758488,HS578T
772469,OVCAR_3
707389,NCI_H460
778448,HOP_92
764134,SK_MEL_5
710297,U251
623017,OVCAR_3
767259,MOLT_4
732011,HCT_15
153353,NCI_H23
628503,OVCAR_8
811429,EKVX
782549,SK_MEL_5
758487,SF_539
264880,CCRF_CEM
749226,SF_539
758440,SK_MEL_5
767226,MOLT_4
767220,UO_31
755387,OVCAR_3
755926,MDA_MB_231
760764,U251
773394,OVCAR_3
693255,OVCAR_8
364830,DU_145
806387,COLO205
785306,MDA_MB_231
681639,NCI_H460
755386,SR
756877,EKVX
806387,NCI_H522
169780,NCI_H226
89201,RPMI_8226
729998,NCI_H23
725776,MOLT_4
784722,U251
71261,HOP_92
337766,COLO205
760536,A498
792996,MDA_MB_231
139105,SK_MEL_5
271674,NCI_H23
352122,DU_145
761692,MDA_MB_435
364830,NCI_ADR_RES
785306,MOLT_4
772887,MOLT_4
801661,A498
764487,UO_31
728073,COLO205
34462,NCI_H460
768509,SK_MEL_5
791227,MOLT_4
606499,OVCAR_8
783102,MDA_MB_435
767220,CAKI_1
19893,NCI_H460
787457,COLO205
67574,HCT_15
758662,A498
683557,MOLT_4
71261,OVCAR_8
767236,U251
787048,SR
771532,MDA_MB_435
736624,UO_31
639186,NCI_ADR_RES
772351,UO_31
781470,OVCAR_3
772469,CCRF_CEM
756647,UO_31
767299,CAKI_1
736624,NCI_H522
784815,UO_31
776996,MOLT_4
299933,SR
755385,NCI_H226
754366,A498
777448,UO_31
767386,NCI_H226
767275,SK_MEL_5
758487,MDA_MB_435
618939,DU_145
664404,MDA_MB_435
697912,NCI_H522
697912,NCI_H460
761070,HCT_15
765888,CAKI_1
784817,SK_MEL_28
750690,SR
38721,MOLT_4
89201,K_562
777877,SK_MEL_28
791059,UO_31
767197,SF_539
767380,U251
773394,SK_MEL_28
764135,K_562
724998,SF_539
810341,SF_539
781344,CCRF_CEM
767254,K_562
707545,COLO205
759174,NCI_H460
781516,NCI_ADR_RES
774831,COLO205
785117,EKVX
783916,A498
749226,HCT_15
409962,HOP_92
750690,UO_31
756648,COLO205
673188,OVCAR_8
409962,SR
324646,MDA_MB_231
762,HCT_15
683557,NCI_H522
618487,CAKI_1
154948,SK_MEL_5
71795,U251
767217,CCRF_CEM
777448,RPMI_8226
780019,EKVX
176323,UO_31
71795,CCRF_CEM
784817,SK_MEL_5
766991,CCRF_CEM
145668,CAKI_1
784815,A498
406042,DU_145
681637,UO_31
729998,NCI_ADR_RES
764517,RPMI_8226
141549,U251
684363,SF_539
762,SR
791059,K_562
683557,UO_31
755926,CAKI_1
95382,NCI_H522
793677,NCI_H226
761189,NCI_ADR_RES
768070,U251
784856,COLO205
761069,NCI_ADR_RES
693255,NCI_H522
767327,CCRF_CEM
767898,CCRF_CEM
758253,NCI_H460
781470,U251
789969,SK_MEL_5
755386,CCRF_CEM
760143,CAKI_1
735037,NCI_H226
768073,UO_31
767197,SR
83265,MOLT_4
791163,OVCAR_3
606497,U251
785117,SK_MEL_28
67574,SK_MEL_5
759095,HS578T
780250,HS578T
784817,OVCAR_3
755983,HS578T
767332,A498
754366,NCI_H460
787457,NCI_H522
145668,CCRF_CEM
182986,MDA_MB_435
733252,SR
767222,UO_31
714597,SR
759850,RPMI_8226
757348,NCI_H23
767128,HS578T
677411,K_562
684363,NCI_H23
755809,OVCAR_3
777194,CCRF_CEM
772351,MDA_MB_231
