,Afatinib,Alectinib,Alisertib,Amuvatinib,Apitolisib,Avagacestat,Axitinib,Belinostat,Bortezomib,Bosutinib,Cabozantinib,Capivasertib,Crizotinib,Cyclopamine,Dabrafenib,Dactolisib,Daporinad,Dasatinib,Docetaxel,Elesclomol,Entinostat,Enzastaurin,Epothilone B,Fedratinib,Foretinib,Fulvestrant,Gefitinib,Idelalisib,Imatinib,Lapatinib,Lestaurtinib,Linsitinib,Luminespib,MK-2206,Masitinib,Methotrexate,Midostaurin,Motesanib,Navitoclax,Nilotinib,Olaparib,Omipalisib,PI-103,Paclitaxel,Palbociclib,Panobinostat,Pazopanib,Pelitinib,Pemetrexed,Phenformin,Pictilisib,Pilaralisib,Piperlongumine,Ponatinib,Pyrimethamine,Quizartinib,Refametinib,Saracatinib,Seliciclib,Selumetinib,Sunitinib,Talazoparib,Tanespimycin,Tipifarnib,Tivozanib,Tozasertib,Trametinib,Tretinoin,Veliparib,Vinorelbine,Vismodegib,Vorinostat,Voxtalisib,Z-LLNle-CHO
Cabozantinib,0.4710058532037369,0.34679453418002026,0.5038850213839812,0.41856586364617065,0.3598152103042729,0.41856586364617065,0.4841478886920818,0.5236510870773365,0.4710058532037369,0.5104704930772836,1.0,0.4644396466503373,0.41856586364617065,0.3598152103042729,0.4382068585223209,0.4120252563061033,0.43165666319373486,0.4120252563061033,0.24308561936258144,0.5765023685705106,0.4907237207603288,0.4382068585223209,0.34679453418002026,0.4382068585223209,0.803437836988639,0.40548784184239217,0.5765023685705106,0.41856586364617065,0.4644396466503373,0.4120252563061033,0.40548784184239217,0.4578766454698542,0.43165666319373486,0.4513168480975498,0.43165666319373486,0.41856586364617065,0.36633031823287965,0.5236510870773365,0.20440318723963102,0.40548784184239217,0.4710058532037369,0.5500509215423364,0.4710058532037369,0.27540766185107657,0.43165666319373486,0.4710058532037369,0.4775752666955615,0.4907237207603288,0.4120252563061033,0.5368445590382613,0.36633031823287965,0.4907237207603288,0.5566589406833753,0.41856586364617065,0.5236510870773365,0.4382068585223209,0.517059181118114,0.3598152103042729,0.4578766454698542,0.4513168480975498,0.4644396466503373,0.5038850213839812,0.30132217208101153,0.41856586364617065,0.7363005790373656,0.4578766454698542,0.40548784184239217,0.5038850213839812,0.5368445590382613,0.26893693891372017,0.5368445590382613,0.609639411262858,0.49730276446810606,0.4513168480975498
Capivasertib,0.36633031823287965,0.34679453418002026,0.3598152103042729,0.4841478886920818,0.4120252563061033,0.44476025296944144,0.41856586364617065,0.4710058532037369,0.44476025296944144,0.37937008158966457,0.4644396466503373,1.0,0.3924225853102232,0.33378656735307466,0.34679453418002026,0.3598152103042729,0.44476025296944144,0.42510966542199213,0.21728474139454512,0.5368445590382613,0.4382068585223209,0.42510966542199213,0.32079129741806867,0.34679453418002026,0.36633031823287965,0.35330328280417334,0.43165666319373486,0.41856586364617065,0.38589474012676916,0.30780871198174964,0.40548784184239217,0.3924225853102232,0.44476025296944144,0.4513168480975498,0.37937008158966457,0.43165666319373486,0.3142984199116796,0.43165666319373486,0.2560049677813385,0.30132217208101153,0.4578766454698542,0.34028896288000254,0.4710058532037369,0.22373023737390518,0.41856586364617065,0.4578766454698542,0.37284860814331466,0.3598152103042729,0.4644396466503373,0.5236510870773365,0.37937008158966457,0.3598152103042729,0.4644396466503373,0.3142984199116796,0.5765023685705106,0.32079129741806867,0.3989536186963907,0.34679453418002026,0.44476025296944144,0.4382068585223209,0.38589474012676916,0.3989536186963907,0.24954371650309248,0.44476025296944144,0.40548784184239217,0.40548784184239217,0.3142984199116796,0.4513168480975498,0.5236510870773365,0.20440318723963102,0.44476025296944144,0.5434461281855345,0.4710058532037369,0.4382068585223209
Crizotinib,0.3598152103042729,0.34028896288000254,0.37937008158966457,0.32079129741806867,0.36633031823287965,0.4120252563061033,0.3598152103042729,0.42510966542199213,0.38589474012676916,0.38589474012676916,0.41856586364617065,0.3924225853102232,1.0,0.30132217208101153,0.36633031823287965,0.37937008158966457,0.38589474012676916,0.34028896288000254,0.1594166835173585,0.4644396466503373,0.3924225853102232,0.40548784184239217,0.28835859018182397,0.3272873460489407,0.30780871198174964,0.34679453418002026,0.4382068585223209,0.3598152103042729,0.3272873460489407,0.34028896288000254,0.33378656735307466,0.42510966542199213,0.37284860814331466,0.3924225853102232,0.30780871198174964,0.3598152103042729,0.26893693891372017,0.3598152103042729,0.1722542840815091,0.30780871198174964,0.4513168480975498,0.3989536186963907,0.38589474012676916,0.16583391670955194,0.3989536186963907,0.38589474012676916,0.34028896288000254,0.36633031823287965,0.34028896288000254,0.4775752666955615,0.30780871198174964,0.35330328280417334,0.44476025296944144,0.2818815450926131,0.5698846626208347,0.30132217208101153,0.37937008158966457,0.35330328280417334,0.38589474012676916,0.40548784184239217,0.34028896288000254,0.41856586364617065,0.21728474139454512,0.4120252563061033,0.38589474012676916,0.3598152103042729,0.33378656735307466,0.3924225853102232,0.4382068585223209,0.14659161355305628,0.42510966542199213,0.4578766454698542,0.4382068585223209,0.36633031823287965
Cyclopamine,0.23663067482007172,0.34679453418002026,0.23017888133658992,0.30132217208101153,0.2818815450926131,0.26246937473780463,0.34028896288000254,0.3924225853102232,0.3272873460489407,0.27540766185107657,0.3598152103042729,0.33378656735307466,0.30132217208101153,1.0,0.2818815450926131,0.2818815450926131,0.3272873460489407,0.2560049677813385,0.19153420658704512,0.4841478886920818,0.32079129741806867,0.3598152103042729,0.42510966542199213,0.2560049677813385,0.23663067482007172,0.3924225853102232,0.28835859018182397,0.27540766185107657,0.26893693891372017,0.19153420658704512,0.36633031823287965,0.34028896288000254,0.3142984199116796,0.33378656735307466,0.24954371650309248,0.30132217208101153,0.3142984199116796,0.36633031823287965,0.10180237067528886,0.23663067482007172,0.34028896288000254,0.26246937473780463,0.34028896288000254,0.19796712599287858,0.35330328280417334,0.36633031823287965,0.2948387986629548,0.21728474139454512,0.2948387986629548,0.4710058532037369,0.27540766185107657,0.2560049677813385,0.3989536186963907,0.2108423918617781,0.4578766454698542,0.21728474139454512,0.33378656735307466,0.2560049677813385,0.34028896288000254,0.26893693891372017,0.33378656735307466,0.33378656735307466,0.27540766185107657,0.3142984199116796,0.3142984199116796,0.34028896288000254,0.28835859018182397,0.4513168480975498,0.44476025296944144,0.08903353722466711,0.34028896288000254,0.4907237207603288,0.43165666319373486,0.33378656735307466
Dabrafenib,0.28835859018182397,0.2948387986629548,0.3989536186963907,0.3272873460489407,0.37284860814331466,0.3924225853102232,0.41856586364617065,0.5104704930772836,0.41856586364617065,0.3142984199116796,0.4382068585223209,0.34679453418002026,0.36633031823287965,0.2818815450926131,1.0,0.38589474012676916,0.3924225853102232,0.37284860814331466,0.23017888133658992,0.5236510870773365,0.4775752666955615,0.38589474012676916,0.2948387986629548,0.42510966542199213,0.3142984199116796,0.3142984199116796,0.35330328280417334,0.41856586364617065,0.38589474012676916,0.33378656735307466,0.34028896288000254,0.43165666319373486,0.3272873460489407,0.42510966542199213,0.36633031823287965,0.3924225853102232,0.26246937473780463,0.3924225853102232,0.16583391670955194,0.37937008158966457,0.37937008158966457,0.5104704930772836,0.41856586364617065,0.22373023737390518,0.34028896288000254,0.3924225853102232,0.4382068585223209,0.32079129741806867,0.37284860814331466,0.5104704930772836,0.3924225853102232,0.4775752666955615,0.4120252563061033,0.3142984199116796,0.5368445590382613,0.33378656735307466,0.42510966542199213,0.24308561936258144,0.43165666319373486,0.3989536186963907,0.3598152103042729,0.3989536186963907,0.2108423918617781,0.43165666319373486,0.3924225853102232,0.34028896288000254,0.36633031823287965,0.3989536186963907,0.4710058532037369,0.10180237067528886,0.4841478886920818,0.517059181118114,0.49730276446810606,0.38589474012676916
Dactolisib,0.28835859018182397,0.37284860814331466,0.33378656735307466,0.3924225853102232,0.37284860814331466,0.35330328280417334,0.43165666319373486,0.4710058532037369,0.43165666319373486,0.43165666319373486,0.4120252563061033,0.3598152103042729,0.37937008158966457,0.2818815450926131,0.38589474012676916,1.0,0.40548784184239217,0.38589474012676916,0.17867778716396288,0.5368445590382613,0.42510966542199213,0.4513168480975498,0.30780871198174964,0.42510966542199213,0.3142984199116796,0.30132217208101153,0.37937008158966457,0.44476025296944144,0.3989536186963907,0.3598152103042729,0.40548784184239217,0.44476025296944144,0.36633031823287965,0.4644396466503373,0.37937008158966457,0.37937008158966457,0.3272873460489407,0.37937008158966457,0.23017888133658992,0.36633031823287965,0.43165666319373486,0.4841478886920818,0.44476025296944144,0.1851044274883975,0.41856586364617065,0.43165666319373486,0.4382068585223209,0.37284860814331466,0.3598152103042729,0.5104704930772836,0.40548784184239217,0.42510966542199213,0.4513168480975498,0.34028896288000254,0.5236510870773365,0.38589474012676916,0.33378656735307466,0.30780871198174964,0.43165666319373486,0.38589474012676916,0.34679453418002026,0.4382068585223209,0.2108423918617781,0.5236510870773365,0.37937008158966457,0.3924225853102232,0.3924225853102232,0.3989536186963907,0.4578766454698542,0.16583391670955194,0.43165666319373486,0.517059181118114,0.4710058532037369,0.4120252563061033
Daporinad,0.3598152103042729,0.34028896288000254,0.36633031823287965,0.4382068585223209,0.3924225853102232,0.37284860814331466,0.4644396466503373,0.6229168972124004,0.517059181118114,0.37284860814331466,0.43165666319373486,0.44476025296944144,0.38589474012676916,0.3272873460489407,0.3924225853102232,0.40548784184239217,1.0,0.3924225853102232,0.26246937473780463,0.6229168972124004,0.563270187184127,0.4578766454698542,0.3272873460489407,0.40548784184239217,0.34679453418002026,0.4513168480975498,0.37284860814331466,0.38589474012676916,0.4710058532037369,0.27540766185107657,0.4120252563061033,0.42510966542199213,0.42510966542199213,0.43165666319373486,0.4644396466503373,0.42510966542199213,0.37284860814331466,0.4644396466503373,0.22373023737390518,0.4120252563061033,0.5302462125265865,0.37284860814331466,0.4644396466503373,0.26893693891372017,0.4513168480975498,0.5566589406833753,0.3924225853102232,0.36633031823287965,0.43165666319373486,0.5698846626208347,0.37284860814331466,0.37937008158966457,0.5368445590382613,0.3989536186963907,0.5038850213839812,0.35330328280417334,0.36633031823287965,0.3142984199116796,0.4513168480975498,0.37937008158966457,0.40548784184239217,0.37937008158966457,0.26893693891372017,0.42510966542199213,0.38589474012676916,0.4120252563061033,0.3598152103042729,0.49730276446810606,0.4775752666955615,0.1851044274883975,0.4775752666955615,0.6162765334508027,0.4775752666955615,0.4841478886920818
Dasatinib,0.3142984199116796,0.2948387986629548,0.37284860814331466,0.37937008158966457,0.4120252563061033,0.34028896288000254,0.40548784184239217,0.44476025296944144,0.41856586364617065,0.4841478886920818,0.4120252563061033,0.42510966542199213,0.34028896288000254,0.2560049677813385,0.37284860814331466,0.38589474012676916,0.3924225853102232,1.0,0.15300258297494018,0.5236510870773365,0.4120252563061033,0.38589474012676916,0.2818815450926131,0.4513168480975498,0.35330328280417334,0.3142984199116796,0.43165666319373486,0.34028896288000254,0.5038850213839812,0.2948387986629548,0.34028896288000254,0.36633031823287965,0.3924225853102232,0.37284860814331466,0.5236510870773365,0.37937008158966457,0.23663067482007172,0.41856586364617065,0.24308561936258144,0.37937008158966457,0.41856586364617065,0.3272873460489407,0.4578766454698542,0.1851044274883975,0.40548784184239217,0.3924225853102232,0.38589474012676916,0.3989536186963907,0.3598152103042729,0.4710058532037369,0.40548784184239217,0.4120252563061033,0.42510966542199213,0.41856586364617065,0.4841478886920818,0.38589474012676916,0.3598152103042729,0.3989536186963907,0.41856586364617065,0.4775752666955615,0.37284860814331466,0.3598152103042729,0.2108423918617781,0.40548784184239217,0.43165666319373486,0.5368445590382613,0.35330328280417334,0.3989536186963907,0.4578766454698542,0.1401837737232121,0.4710058532037369,0.517059181118114,0.44476025296944144,0.38589474012676916
Docetaxel,0.10819146500951149,0.15300258297494018,0.17867778716396288,0.1851044274883975,0.17867778716396288,0.14659161355305628,0.22373023737390518,0.28835859018182397,0.27540766185107657,0.10819146500951149,0.24308561936258144,0.21728474139454512,0.1594166835173585,0.19153420658704512,0.23017888133658992,0.17867778716396288,0.26246937473780463,0.15300258297494018,1.0,0.3924225853102232,0.30780871198174964,0.21728474139454512,0.2560049677813385,0.17867778716396288,0.12097901651217136,0.19796712599287858,0.13377906195766265,0.1594166835173585,0.19153420658704512,0.06353324858973153,0.24954371650309248,0.24954371650309248,0.1851044274883975,0.23017888133658992,0.1851044274883975,0.19796712599287858,0.23663067482007172,0.22373023737390518,0.06353324858973153,0.14659161355305628,0.22373023737390518,0.2108423918617781,0.19796712599287858,0.8438778267272085,0.19796712599287858,0.24954371650309248,0.16583391670955194,0.10180237067528886,0.21728474139454512,0.3272873460489407,0.13377906195766265,0.20440318723963102,0.2560049677813385,0.13377906195766265,0.28835859018182397,0.1401837737232121,0.23017888133658992,0.11458367978046446,0.22373023737390518,0.16583391670955194,0.19153420658704512,0.15300258297494018,0.13377906195766265,0.1851044274883975,0.2108423918617781,0.1722542840815091,0.22373023737390518,0.2948387986629548,0.3142984199116796,0.038082716599745936,0.27540766185107657,0.37284860814331466,0.27540766185107657,0.2948387986629548
Elesclomol,0.4644396466503373,0.4578766454698542,0.5104704930772836,0.5566589406833753,0.49730276446810606,0.5302462125265865,0.5963748852790509,0.7028546821510684,0.6362073557900736,0.4775752666955615,0.5765023685705106,0.5368445590382613,0.4644396466503373,0.4841478886920818,0.5236510870773365,0.5368445590382613,0.6229168972124004,0.5236510870773365,0.3924225853102232,1.0,0.6295605041308381,0.5500509215423364,0.44476025296944144,0.49730276446810606,0.4513168480975498,0.4907237207603288,0.4907237207603288,0.5434461281855345,0.5236510870773365,0.43165666319373486,0.5566589406833753,0.5434461281855345,0.5302462125265865,0.5500509215423364,0.517059181118114,0.609639411262858,0.5434461281855345,0.5963748852790509,0.35330328280417334,0.4907237207603288,0.5698846626208347,0.5038850213839812,0.5566589406833753,0.4120252563061033,0.517059181118114,0.6495107996706508,0.5368445590382613,0.49730276446810606,0.58974747832068,0.7429995626002821,0.5038850213839812,0.5368445590382613,0.6162765334508027,0.4775752666955615,0.6761566941015218,0.44476025296944144,0.5368445590382613,0.41856586364617065,0.6229168972124004,0.5368445590382613,0.5765023685705106,0.5236510870773365,0.4120252563061033,0.5434461281855345,0.5434461281855345,0.517059181118114,0.4907237207603288,0.642857453774841,0.6362073557900736,0.3142984199116796,0.6362073557900736,0.7899841471099265,0.609639411262858,0.642857453774841
Entinostat,0.35330328280417334,0.30780871198174964,0.3989536186963907,0.4710058532037369,0.4120252563061033,0.40548784184239217,0.4841478886920818,0.5368445590382613,0.5765023685705106,0.37937008158966457,0.4907237207603288,0.4382068585223209,0.3924225853102232,0.32079129741806867,0.4775752666955615,0.42510966542199213,0.563270187184127,0.4120252563061033,0.30780871198174964,0.6295605041308381,1.0,0.4382068585223209,0.30780871198174964,0.3989536186963907,0.37937008158966457,0.35330328280417334,0.37937008158966457,0.40548784184239217,0.5698846626208347,0.37284860814331466,0.41856586364617065,0.43165666319373486,0.44476025296944144,0.4382068585223209,0.563270187184127,0.49730276446810606,0.36633031823287965,0.5500509215423364,0.23017888133658992,0.4841478886920818,0.5104704930772836,0.44476025296944144,0.4841478886920818,0.34028896288000254,0.40548784184239217,0.5500509215423364,0.4120252563061033,0.3989536186963907,0.5302462125265865,0.6295605041308381,0.36633031823287965,0.4513168480975498,0.4775752666955615,0.43165666319373486,0.563270187184127,0.33378656735307466,0.4382068585223209,0.2948387986629548,0.5236510870773365,0.4513168480975498,0.42510966542199213,0.3989536186963907,0.27540766185107657,0.44476025296944144,0.4578766454698542,0.40548784184239217,0.3924225853102232,0.4644396466503373,0.5104704930772836,0.21728474139454512,0.5236510870773365,0.6495107996706508,0.5236510870773365,0.5831233066109398
Enzastaurin,0.3142984199116796,0.4382068585223209,0.33378656735307466,0.43165666319373486,0.3989536186963907,0.34028896288000254,0.4710058532037369,0.4710058532037369,0.44476025296944144,0.40548784184239217,0.4382068585223209,0.42510966542199213,0.40548784184239217,0.3598152103042729,0.38589474012676916,0.4513168480975498,0.4578766454698542,0.38589474012676916,0.21728474139454512,0.5500509215423364,0.4382068585223209,1.0,0.33378656735307466,0.3989536186963907,0.36633031823287965,0.35330328280417334,0.41856586364617065,0.40548784184239217,0.42510966542199213,0.2818815450926131,0.5104704930772836,0.43165666319373486,0.43165666319373486,0.4775752666955615,0.40548784184239217,0.36633031823287965,0.41856586364617065,0.4710058532037369,0.20440318723963102,0.3272873460489407,0.49730276446810606,0.36633031823287965,0.4841478886920818,0.23663067482007172,0.44476025296944144,0.4841478886920818,0.3989536186963907,0.32079129741806867,0.37284860814331466,0.5368445590382613,0.43165666319373486,0.34679453418002026,0.4644396466503373,0.3924225853102232,0.5104704930772836,0.34679453418002026,0.38589474012676916,0.34679453418002026,0.43165666319373486,0.4120252563061033,0.4120252563061033,0.4513168480975498,0.26246937473780463,0.4710058532037369,0.37937008158966457,0.40548784184239217,0.37937008158966457,0.4382068585223209,0.4841478886920818,0.21728474139454512,0.49730276446810606,0.5434461281855345,0.5104704930772836,0.4120252563061033
Epothilone B,0.22373023737390518,0.33378656735307466,0.23017888133658992,0.27540766185107657,0.32079129741806867,0.26246937473780463,0.36633031823287965,0.37937008158966457,0.3272873460489407,0.24954371650309248,0.34679453418002026,0.32079129741806867,0.28835859018182397,0.42510966542199213,0.2948387986629548,0.30780871198174964,0.3272873460489407,0.2818815450926131,0.2560049677813385,0.44476025296944144,0.30780871198174964,0.33378656735307466,1.0,0.2818815450926131,0.23663067482007172,0.34028896288000254,0.26246937473780463,0.28835859018182397,0.2560049677813385,0.17867778716396288,0.34028896288000254,0.3272873460489407,0.28835859018182397,0.34679453418002026,0.3142984199116796,0.28835859018182397,0.30132217208101153,0.3272873460489407,0.10180237067528886,0.2108423918617781,0.34028896288000254,0.28835859018182397,0.34028896288000254,0.24954371650309248,0.36633031823287965,0.34028896288000254,0.2818815450926131,0.20440318723963102,0.30780871198174964,0.43165666319373486,0.28835859018182397,0.26893693891372017,0.3989536186963907,0.19796712599287858,0.44476025296944144,0.21728474139454512,0.2948387986629548,0.23017888133658992,0.3272873460489407,0.2560049677813385,0.33378656735307466,0.32079129741806867,0.30132217208101153,0.3142984199116796,0.30132217208101153,0.3272873460489407,0.28835859018182397,0.4644396466503373,0.4578766454698542,0.11458367978046446,0.3272873460489407,0.4382068585223209,0.37937008158966457,0.33378656735307466
Fedratinib,0.3272873460489407,0.30780871198174964,0.4382068585223209,0.35330328280417334,0.3598152103042729,0.34028896288000254,0.36633031823287965,0.5368445590382613,0.40548784184239217,0.43165666319373486,0.4382068585223209,0.34679453418002026,0.3272873460489407,0.2560049677813385,0.42510966542199213,0.42510966542199213,0.40548784184239217,0.4513168480975498,0.17867778716396288,0.49730276446810606,0.3989536186963907,0.3989536186963907,0.2818815450926131,1.0,0.36633031823287965,0.34028896288000254,0.4841478886920818,0.36633031823287965,0.4907237207603288,0.37284860814331466,0.3142984199116796,0.36633031823287965,0.36633031823287965,0.3989536186963907,0.44476025296944144,0.35330328280417334,0.23663067482007172,0.41856586364617065,0.23017888133658992,0.3924225853102232,0.37937008158966457,0.3924225853102232,0.41856586364617065,0.1851044274883975,0.41856586364617065,0.37937008158966457,0.517059181118114,0.34679453418002026,0.33378656735307466,0.4710058532037369,0.40548784184239217,0.5302462125265865,0.4382068585223209,0.3924225853102232,0.4710058532037369,0.4644396466503373,0.38589474012676916,0.4120252563061033,0.44476025296944144,0.3989536186963907,0.32079129741806867,0.3598152103042729,0.2108423918617781,0.43165666319373486,0.3924225853102232,0.40548784184239217,0.35330328280417334,0.4120252563061033,0.44476025296944144,0.12737747672940003,0.4578766454698542,0.517059181118114,0.43165666319373486,0.38589474012676916
Foretinib,0.3989536186963907,0.3142984199116796,0.37937008158966457,0.33378656735307466,0.34028896288000254,0.32079129741806867,0.34679453418002026,0.38589474012676916,0.34679453418002026,0.5302462125265865,0.803437836988639,0.36633031823287965,0.30780871198174964,0.23663067482007172,0.3142984199116796,0.3142984199116796,0.34679453418002026,0.35330328280417334,0.12097901651217136,0.4513168480975498,0.37937008158966457,0.36633031823287965,0.23663067482007172,0.36633031823287965,1.0,0.2948387986629548,0.6894991700633248,0.30780871198174964,0.40548784184239217,0.3142984199116796,0.32079129741806867,0.33378656735307466,0.42510966542199213,0.3272873460489407,0.37284860814331466,0.2948387986629548,0.26893693891372017,0.4120252563061033,0.22373023737390518,0.2818815450926131,0.38589474012676916,0.42510966542199213,0.4382068585223209,0.1401837737232121,0.32079129741806867,0.3598152103042729,0.36633031823287965,0.3924225853102232,0.28835859018182397,0.4120252563061033,0.34679453418002026,0.34028896288000254,0.44476025296944144,0.3598152103042729,0.3989536186963907,0.44476025296944144,0.40548784184239217,0.35330328280417334,0.34679453418002026,0.36633031823287965,0.34028896288000254,0.3924225853102232,0.19153420658704512,0.30780871198174964,0.5698846626208347,0.3598152103042729,0.32079129741806867,0.36633031823287965,0.3989536186963907,0.1851044274883975,0.4120252563061033,0.49730276446810606,0.3989536186963907,0.35330328280417334
Fulvestrant,0.26893693891372017,0.3272873460489407,0.3272873460489407,0.2948387986629548,0.27540766185107657,0.33378656735307466,0.34679453418002026,0.4513168480975498,0.34679453418002026,0.33378656735307466,0.40548784184239217,0.35330328280417334,0.34679453418002026,0.3924225853102232,0.3142984199116796,0.30132217208101153,0.4513168480975498,0.3142984199116796,0.19796712599287858,0.4907237207603288,0.35330328280417334,0.35330328280417334,0.34028896288000254,0.34028896288000254,0.2948387986629548,1.0,0.33378656735307466,0.2948387986629548,0.30132217208101153,0.24954371650309248,0.34679453418002026,0.34679453418002026,0.32079129741806867,0.34028896288000254,0.2818815450926131,0.30780871198174964,0.2818815450926131,0.37284860814331466,0.1722542840815091,0.26893693891372017,0.38589474012676916,0.30780871198174964,0.38589474012676916,0.19153420658704512,0.33378656735307466,0.37284860814331466,0.30132217208101153,0.27540766185107657,0.3142984199116796,0.4775752666955615,0.2818815450926131,0.34028896288000254,0.43165666319373486,0.2818815450926131,0.4644396466503373,0.24954371650309248,0.3924225853102232,0.28835859018182397,0.3598152103042729,0.35330328280417334,0.35330328280417334,0.36633031823287965,0.2560049677813385,0.34679453418002026,0.33378656735307466,0.33378656735307466,0.30780871198174964,0.43165666319373486,0.4513168480975498,0.12097901651217136,0.37284860814331466,0.5104704930772836,0.42510966542199213,0.37937008158966457
Gefitinib,0.6495107996706508,0.36633031823287965,0.4710058532037369,0.4120252563061033,0.3924225853102232,0.38589474012676916,0.37284860814331466,0.42510966542199213,0.37284860814331466,0.6761566941015218,0.5765023685705106,0.43165666319373486,0.4382068585223209,0.28835859018182397,0.35330328280417334,0.37937008158966457,0.37284860814331466,0.43165666319373486,0.13377906195766265,0.4907237207603288,0.37937008158966457,0.41856586364617065,0.26246937473780463,0.4841478886920818,0.6894991700633248,0.33378656735307466,1.0,0.42510966542199213,0.40548784184239217,0.5368445590382613,0.34679453418002026,0.38589474012676916,0.4513168480975498,0.36633031823287965,0.38589474012676916,0.32079129741806867,0.2818815450926131,0.4120252563061033,0.26246937473780463,0.2948387986629548,0.42510966542199213,0.4120252563061033,0.4907237207603288,0.15300258297494018,0.34679453418002026,0.38589474012676916,0.43165666319373486,0.5368445590382613,0.3142984199116796,0.4775752666955615,0.4120252563061033,0.41856586364617065,0.4841478886920818,0.34679453418002026,0.517059181118114,0.44476025296944144,0.44476025296944144,0.5500509215423364,0.3989536186963907,0.4841478886920818,0.34028896288000254,0.43165666319373486,0.20440318723963102,0.4120252563061033,0.5434461281855345,0.38589474012676916,0.34679453418002026,0.37937008158966457,0.4120252563061033,0.1851044274883975,0.4513168480975498,0.5104704930772836,0.4382068585223209,0.40548784184239217
Idelalisib,0.33378656735307466,0.3272873460489407,0.36633031823287965,0.37284860814331466,0.3142984199116796,0.33378656735307466,0.3989536186963907,0.4644396466503373,0.4382068585223209,0.32079129741806867,0.41856586364617065,0.41856586364617065,0.3598152103042729,0.27540766185107657,0.41856586364617065,0.44476025296944144,0.38589474012676916,0.34028896288000254,0.1594166835173585,0.5434461281855345,0.40548784184239217,0.40548784184239217,0.28835859018182397,0.36633031823287965,0.30780871198174964,0.2948387986629548,0.42510966542199213,1.0,0.3272873460489407,0.35330328280417334,0.37284860814331466,0.4120252563061033,0.34679453418002026,0.41856586364617065,0.30780871198174964,0.38589474012676916,0.2948387986629548,0.3989536186963907,0.1722542840815091,0.32079129741806867,0.42510966542199213,0.3598152103042729,0.38589474012676916,0.17867778716396288,0.38589474012676916,0.4120252563061033,0.36633031823287965,0.3272873460489407,0.41856586364617065,0.517059181118114,0.3598152103042729,0.37937008158966457,0.40548784184239217,0.2818815450926131,0.5038850213839812,0.27540766185107657,0.36633031823287965,0.34028896288000254,0.5038850213839812,0.36633031823287965,0.37937008158966457,0.44476025296944144,0.21728474139454512,0.37284860814331466,0.3598152103042729,0.34679453418002026,0.3989536186963907,0.3924225853102232,0.4513168480975498,0.12097901651217136,0.4120252563061033,0.5368445590382613,0.4775752666955615,0.43165666319373486
Imatinib,0.3272873460489407,0.26893693891372017,0.42510966542199213,0.37937008158966457,0.4382068585223209,0.34028896288000254,0.41856586364617065,0.44476025296944144,0.4841478886920818,0.44476025296944144,0.4644396466503373,0.38589474012676916,0.3272873460489407,0.26893693891372017,0.38589474012676916,0.3989536186963907,0.4710058532037369,0.5038850213839812,0.19153420658704512,0.5236510870773365,0.5698846626208347,0.42510966542199213,0.2560049677813385,0.4907237207603288,0.40548784184239217,0.30132217208101153,0.40548784184239217,0.3272873460489407,1.0,0.30780871198174964,0.3272873460489407,0.41856586364617065,0.4710058532037369,0.38589474012676916,0.8709037152249604,0.41856586364617065,0.26246937473780463,0.5236510870773365,0.2818815450926131,0.7095373307219361,0.43165666319373486,0.37937008158966457,0.4841478886920818,0.23663067482007172,0.40548784184239217,0.41856586364617065,0.517059181118114,0.3598152103042729,0.42510966542199213,0.4841478886920818,0.3924225853102232,0.3989536186963907,0.42510966542199213,0.603005529066154,0.4841478886920818,0.38589474012676916,0.34679453418002026,0.3598152103042729,0.41856586364617065,0.42510966542199213,0.3598152103042729,0.3598152103042729,0.1851044274883975,0.43165666319373486,0.41856586364617065,0.4841478886920818,0.37937008158966457,0.4120252563061033,0.43165666319373486,0.1401837737232121,0.5236510870773365,0.5302462125265865,0.4578766454698542,0.3989536186963907
Lapatinib,0.4710058532037369,0.21728474139454512,0.34679453418002026,0.34028896288000254,0.26893693891372017,0.34028896288000254,0.3142984199116796,0.40548784184239217,0.35330328280417334,0.35330328280417334,0.4120252563061033,0.30780871198174964,0.34028896288000254,0.19153420658704512,0.33378656735307466,0.3598152103042729,0.27540766185107657,0.2948387986629548,0.06353324858973153,0.43165666319373486,0.37284860814331466,0.2818815450926131,0.17867778716396288,0.37284860814331466,0.3142984199116796,0.24954371650309248,0.5368445590382613,0.35330328280417334,0.30780871198174964,1.0,0.24954371650309248,0.3142984199116796,0.3272873460489407,0.30780871198174964,0.28835859018182397,0.26246937473780463,0.1851044274883975,0.36633031823287965,0.11458367978046446,0.23663067482007172,0.3272873460489407,0.41856586364617065,0.35330328280417334,0.08265379506394055,0.24954371650309248,0.3924225853102232,0.3598152103042729,0.38589474012676916,0.26893693891372017,0.44476025296944144,0.30132217208101153,0.38589474012676916,0.34679453418002026,0.22373023737390518,0.4578766454698542,0.2560049677813385,0.33378656735307466,0.33378656735307466,0.36633031823287965,0.37284860814331466,0.34679453418002026,0.3598152103042729,0.12097901651217136,0.35330328280417334,0.37937008158966457,0.27540766185107657,0.24954371650309248,0.2948387986629548,0.34028896288000254,0.05080176908644596,0.43165666319373486,0.4382068585223209,0.35330328280417334,0.3989536186963907
